31055005-19,Jimin,"[""#I bought a disposable camera! Ta-da"",""That's what I have so far >_<""]",130,SMS_5S_Jimin_09_05_01,91,SMS_5S_Jimin_09_06_01,156,SMS_5S_Jimin_09_07_01,8It's really cute how you're so focused on Bangtan...,$That's all you're going to take?,-Let's make a photobook with those pictures!
31065001-8,V,"[""Hallo"",""???""]",130,SMS_5S_V_01_02_01,156,SMS_5S_V_01_03_01,91,SMS_5S_V_01_04_01,Why are you talking like that?,"Okay, Taehyung!",So now you're a counselor?
31065001-17,V,"[""Hallo"",""MEDIA_FILE"",""What concerns you friend"",""!Anyway what are you worried about"",""Friend, what concerns you"","">This counseling center isn't available all the time you know""]",130,SMS_5S_V_01_05_01,91,SMS_5S_V_01_06_01,156,SMS_5S_V_01_07_01,Romantic worries.,Financial worries.,Nothing.
31065002-11,V,"[""!I got in trouble with Yunki hyung"",""Looooooooooool""]",91,SMS_5S_V_03_02_01,130,SMS_5S_V_03_03_01,0,SMS_5S_V_03_04_01,(I can understand why you got in trouble!,What's wrong with using it?,That was Yunki's scent?
31065002-22,V,"[""!I got in trouble with Yunki hyung"",""#What kind of scent would suit me???""]",156,SMS_5S_V_03_05_01,91,SMS_5S_V_03_06_01,130,SMS_5S_V_03_07_01,"A sweet, fruity scent.","A dignified, musky scent.","#You don't need cologne, Taehyung!"
31065003-10,V,"[""Onions are no tasty"",""EI was forced to eat them cause I made a bet with Jeongguk and lost...""]",156,SMS_5S_V_05_02_01,130,SMS_5S_V_05_03_01,91,SMS_5S_V_05_04_01,",Don't eat them if they don't taste good.",But you have to eat them...,I can eat them for you.
31065003-22,V,"[""Onions are no tasty"",""How do you do that?""]",91,SMS_5S_V_05_05_01,130,SMS_5S_V_05_06_01,0,SMS_5S_V_05_07_01,Try eating vegetarian for a bit?,I'll go hire a nutritionist.,Will and effort is important!
31065004-11,V,"[""4I think late nights are calming but also very lonely"",""Do you agree Manager?""]",156,SMS_5S_V_07_02_01,0,SMS_5S_V_07_03_01,0,0,"""Yeah, it's the same for me, too.",I wouldn't know...,
31065004-18,V,"[""4I think late nights are calming but also very lonely"",""7But... What can I do to make this loneliness disappear?""]",130,SMS_5S_V_07_05_01,130,SMS_5S_V_07_06_01,130,SMS_5S_V_07_07_01,Try writing a song.,Wake the other members up!,"""Try going for a late night walk..."
31065005-7,V,"[""+I didn't see you all day, where were you?"",""Guess why I was so busy""]",91,SMS_5S_V_09_02_01,130,SMS_5S_V_09_03_01,156,SMS_5S_V_09_04_01,Were you practicing?,Were you playing games?,Were you playing with a dog?
31065005-18,V,"[""+I didn't see you all day, where were you?"",""ZDogs wag their tails to the left when they're sad and to the right when they're happy!""]",130,SMS_5S_V_09_05_01,156,SMS_5S_V_09_06_01,91,SMS_5S_V_09_07_01,"Psh, don't make stuff up!",Really???,I knew that already.
31075001-8,Jungkook,"[""Manager"",""I'm not sleeping yet either""]",156,SMS_5S_Jungkook_01_02_01,91,SMS_5S_Jungkook_01_03_01,130,SMS_5S_Jungkook_01_04_01,I can't seem to fall asleep...,"You were gaming, huh?",Good children go to bed early!
31075001-20,Jungkook,"[""Manager"",""4I'm just suddenly wondering if I'm doing well...""]",130,SMS_5S_Jungkook_01_05_01,0,SMS_5S_Jungkook_01_06_01,0,SMS_5S_Jungkook_01_07_01,You're doing well!,*How about you talk it out with the hyungs?,You've grown up.
31075002-7,Jungkook,"[""I have a huge problem"",""This is all because of cleaning""]",130,SMS_5S_Jungkook_03_02_01,91,SMS_5S_Jungkook_03_03_01,0,SMS_5S_Jungkook_03_04_01,Why is it because of cleaning?,",I don't understand what you're saying...",That IS a huge problem!
31075002-15,Jungkook,"[""I have a huge problem"",""MEDIA_FILE"",""So I can't sleep on it."",""I'm sleepy... =_="",""TAll the stuff that was on the floor is on top of my bed, so my bed's full of stuff"","">Anyway there's just tons of stuff on top of my bed right now""]",156,SMS_5S_Jungkook_03_05_01,130,SMS_5S_Jungkook_03_06_01,91,SMS_5S_Jungkook_03_07_01,&Go sleep in one of the hyung's beds.,)Go sleep on the couch in the living room.,&Organize the stuff on top of your bed.
31075003-13,Jungkook,"[""Today the choreography teacher"",""Thanks for falling for it""]",130,SMS_5S_Jungkook_05_02_01,91,SMS_5S_Jungkook_05_03_01,156,SMS_5S_Jungkook_05_04_01,-_-,Loooool,T_______T
31075003-21,Jungkook,"[""Today the choreography teacher"",""5I'm gonna have to think of even more pranks to play""]",130,SMS_5S_Jungkook_05_05_01,0,SMS_5S_Jungkook_05_06_01,0,SMS_5S_Jungkook_05_07_01,")You like playing pranks that much, huh...",!Let's think of some new tricks!,They're gonna get you back...
31075004-20,Jungkook,"[""Hello"",""I uploaded it by accident""]",130,SMS_5S_Jungkook_07_02_01,0,SMS_5S_Jungkook_07_03_01,0,SMS_5S_Jungkook_07_04_01,You took a selfie?,You're handsome!,"You tried looking cool, huh?"
31075004-28,Jungkook,"[""Hello"",""0The hyungs told me to practice taking selfies...""]",156,SMS_5S_Jungkook_07_05_01,0,SMS_5S_Jungkook_07_06_01,91,SMS_5S_Jungkook_07_07_01,The photo came out really well!,"""It's not as good as real life...",I want to save this photo.
31075005-12,Jungkook,"[""Jeongguk did you eat yet?"",""Ah yum""]",130,SMS_5S_Jungkook_09_02_01,0,SMS_5S_Jungkook_09_03_01,91,SMS_5S_Jungkook_09_04_01,You ate all of that?,It wasn't too spicy???,So handsome T____T
31075005-20,Jungkook,"[""Jeongguk did you eat yet?"",""Did you eat yet Manager?""]",130,SMS_5S_Jungkook_09_05_01,156,SMS_5S_Jungkook_09_06_01,0,0,Of course! I ate!,Not yet...,
41015002-7,Jin,"[""Where are you?"",""inside your heart""]",130,SMS_5S_Jin_04_02_01,0,SMS_5S_Jin_04_03_01,91,SMS_5S_Jin_04_04_01,I'm laughing so hard.,You're not there.,That's not funny!
41015002-21,Jin,"[""Where are you?"",""Or was it just me... hehe""]",156,SMS_5S_Jin_04_05_01,130,SMS_5S_Jin_04_06_01,91,SMS_5S_Jin_04_07_01,I'm touched...,"Wow, that's deep...",You were mistaken!
41015003-7,Jin,"[""Manager"",""Is this true""]",156,SMS_5S_Jin_06_02_01,0,SMS_5S_Jin_06_03_01,130,SMS_5S_Jin_06_04_01,How'd you know?,It's not your day off.,It's a work in progress.
41015003-22,Jin,"[""Manager"",""0Okay if you get it right I'll give you a prize""]",91,SMS_5S_Jin_06_05_01,156,SMS_5S_Jin_06_06_01,130,SMS_5S_Jin_06_07_01,",You want me to go grocery shopping with you?",%You want to go somewhere fun with me?,Oh... What's the prize??
41015004-6,Jin,"[""Manager..."",""Sniffsniff...""]",130,SMS_5S_Jin_08_02_01,91,SMS_5S_Jin_08_03_01,156,SMS_5S_Jin_08_04_01,Are you really sick?,Faking it again?,"Me, too..."
41015004-16,Jin,"[""Manager..."",""WToday's an important day. We're learning new choreography from the Dance Captain...""]",130,SMS_5S_Jin_08_05_01,156,SMS_5S_Jin_08_06_01,91,SMS_5S_Jin_08_07_01,3You're sick and you're going to go to practice?,Let's go to the doctor first.,:I guess you can't bail out just because you're sick...
41015005-8,Jin,"[""[The Benefits of Jin-anas]"",""Ta-da here's a first look""]",156,SMS_5S_Jin_10_02_01,91,SMS_5S_Jin_10_03_01,130,SMS_5S_Jin_10_04_01,"I'd like 100 bunches, please.",Where'd you get that?,Looks sweet!
41015005-14,Jin,"[""[The Benefits of Jin-anas]"",""ZI'm going wear this hat and be Jin-ana for the rest of the day so don't tease me later""]",91,SMS_5S_Jin_10_05_01,156,SMS_5S_Jin_10_06_01,130,SMS_5S_Jin_10_07_01,Are you being punished?,I better take a picture.,I wanna try it on!
41025002-9,Suga,"[""Finally"",""!that list of things I have to do?""]",156,SMS_5S_Suga_04_02_01,0,SMS_5S_Suga_04_03_01,0,SMS_5S_Suga_04_04_01,I remember!,I don't recall at all...,That sounds kind of familiar...
41025002-18,Suga,"[""Finally"",""3I'm about to cross off the last thing on the list""]",130,SMS_5S_Suga_04_05_01,156,SMS_5S_Suga_04_06_01,0,SMS_5S_Suga_04_07_01,What an important moment!,Are you bragging?,And what's that?
41025003-9,Suga,"[""Today I heard that Mr. Min Yunki"",""2that I should be considered part of the dance line""]",91,SMS_5S_Suga_06_02_01,0,SMS_5S_Suga_06_03_01,130,SMS_5S_Suga_06_04_01,I can't acknowledge that!,I completely agree.,Show me.
41025003-21,Suga,"[""Today I heard that Mr. Min Yunki"",""You know that right?""]",156,SMS_5S_Suga_06_05_01,91,SMS_5S_Suga_06_06_01,130,SMS_5S_Suga_06_07_01,I didn't know that,Of course I know that!,"-I've never heard you, so I wouldn't know."
41025004-6,Suga,"[""Ah"",""!is it because I have to eat alone""]",156,SMS_5S_Suga_08_02_01,130,SMS_5S_Suga_08_03_01,0,SMS_5S_Suga_08_04_01,Eat with the other members!,Watch Eat Jin.,/Sometimes it's good to have an empty stomach.
41025004-14,Suga,"[""Ah"",""Did you eat?""]",130,SMS_5S_Suga_08_05_01,91,SMS_5S_Suga_08_06_01,156,SMS_5S_Suga_08_07_01,"Yeah, I ate!","No, not yet...","""I don't really feel like eating."
41025005-9,Suga,"[""What are you doing"",""*You remembered all of that, to the letter?""]",156,SMS_5S_Suga_10_02_01,91,SMS_5S_Suga_10_03_01,130,SMS_5S_Suga_10_04_01,It left a scar on my heart...,Thanks for texting me.,"%I remember everything you say, Yunki."
41025005-23,Suga,"[""What are you doing"",""and becoming one with this chair""]",156,SMS_5S_Suga_10_05_01,0,SMS_5S_Suga_10_06_01,0,SMS_5S_Suga_10_07_01,You seem friendlier than usual!,"""You look like you're having fun.",This picture's so cute!
41035002-7,J-Hope,"[""Manager!!! Manager!!!"",""AAh I'm just saying that we should have meat for breakfast loool""]",130,SMS_5S_J-hope_04_02_01,156,SMS_5S_J-hope_04_03_01,91,SMS_5S_J-hope_04_04_01,But that's not your style...?,Meat? Sure!,I'm not feeling it today.
41035002-14,J-Hope,"[""Manager!!! Manager!!!"",""I already bought the meat!""]",156,SMS_5S_J-hope_04_05_01,130,SMS_5S_J-hope_04_06_01,91,SMS_5S_J-hope_04_07_01,I'm so moved...,"Did you get choice cuts, too?",Why'd you do that?
41035003-6,J-Hope,"[""Maaanager..."",""uYou didn't tell anyone about me falling asleep while texting you right? You didn't, right? Right? Right??? Please""]",156,SMS_5S_J-hope_06_02_01,91,SMS_5S_J-hope_06_03_01,130,SMS_5S_J-hope_06_04_01,"'Don't worry, I didn't say anything.",Oops! I already told them...,I had forgotten about that.
41035003-15,J-Hope,"[""Maaanager..."",""'until you fall asleep, Manager!!! Yeap!""]",91,SMS_5S_J-hope_06_05_01,130,SMS_5S_J-hope_06_06_01,156,SMS_5S_J-hope_06_07_01,)I guess I'm not falling asleep tonight.,You're sure you can stay up?,I'll go sleep now!
41035004-9,J-Hope,"[""2Great weather and great <color=#42b7fe>bgm</color>"",""\""It's all your doing, Manager!!!!""]",156,SMS_5S_J-hope_08_02_01,0,SMS_5S_J-hope_08_03_01,0,SMS_5S_J-hope_08_04_01,"+I'm glad you're back to normal, Hoseok!",$It didn't make you miss home more?,"I am pretty awesome, huh?"
41035004-20,J-Hope,"[""2Great weather and great <color=#42b7fe>bgm</color>"",""*Where would you like to go?? Please decide""]",91,SMS_5S_J-hope_08_05_01,156,SMS_5S_J-hope_08_06_01,0,SMS_5S_J-hope_08_07_01,A vacation spot.,My old neighborhood.,I don't need a vacation.
41035005-8,J-Hope,"[""Hoseok!"",""Nope I told you it's a secret""]",130,SMS_5S_J-hope_10_02_01,156,SMS_5S_J-hope_10_03_01,91,SMS_5S_J-hope_10_04_01,I wanna know so badly!,I don't remember this?,"'Then I'm going to have a secret, too."
41035005-16,J-Hope,"[""Hoseok!"",""#I'll tell you next time loooooool""]",91,SMS_5S_J-hope_10_05_01,130,SMS_5S_J-hope_10_06_01,156,SMS_5S_J-hope_10_07_01,)I'm not going to talk to you anymore...,Actually... I know everything!,Tell me via telepathy.
41045002-10,RM,"[""Namjun where are you?"",""I found out... Who broke it...""]",130,SMS_5S_RM_04_02_01,130,SMS_5S_RM_04_03_01,156,SMS_5S_RM_04_04_01,Was it Taehyung?,Was it Yunki?,"It was you, Namjun, wasn't it?"
41045002-20,RM,"[""Namjun where are you?"",""3Manager... Why do I keep doing this? T_T T________T""]",156,SMS_5S_RM_04_05_01,130,SMS_5S_RM_04_06_01,0,0,*Life's no fun if people are too perfect.,*You just have to be careful in the future.,
41045003-8,RM,"[""TI looked up nearby skating rinks because I wanted to go ice skating with you Manager"","".Well, their AC broke and all the ice melted...""]",156,SMS_5S_RM_06_02_01,91,SMS_5S_RM_06_03_01,130,SMS_5S_RM_06_04_01,#No... I'm not ready to give up...,We'll have another chance.,(Let's make a skating rink in the dorm!
41045003-15,RM,"[""TI looked up nearby skating rinks because I wanted to go ice skating with you Manager"",""zIs there anything other than ice skating you'd like to do on your day off? I want to do whatever you want to do, Manager""]",91,SMS_5S_RM_06_05_01,156,SMS_5S_RM_06_06_01,130,SMS_5S_RM_06_07_01,Play board games at the dorm.,Go read at the library.,Ride bikes at the Han River.
41045004-7,RM,"[""Namjun! I have great news"",""-Limited-edition... What? What is it???? Hurry""]",130,SMS_5S_RM_08_02_01,130,SMS_5S_RM_08_03_01,130,SMS_5S_RM_08_04_01,",A limited-edition <color=#42b7fe>LP</color>!",A limited-edition dessert!,A limited-edition t-shirt!
41045004-21,RM,"[""Namjun! I have great news"",""You can come by now, right?""]",130,SMS_5S_RM_08_05_01,91,SMS_5S_RM_08_06_01,156,SMS_5S_RM_08_07_01,I'll be right there!,That's...,I'll think about it.
41045005-5,RM,"[""tI took this picture when I visited my high school... But I had two photos printed by mistake. Seriously, by mistake."",""So, this extra photo...""]",156,SMS_5S_RM_10_02_01,130,SMS_5S_RM_10_03_01,91,SMS_5S_RM_10_04_01,Are you giving it to me?,One to save for later?,Should I put it up on the wall?
41045005-14,RM,"[""tI took this picture when I visited my high school... But I had two photos printed by mistake. Seriously, by mistake."",""<The letter I wrote to my future self was especially poignant""]",156,SMS_5S_RM_10_05_01,91,SMS_5S_RM_10_06_01,130,SMS_5S_RM_10_07_01,What does it say?,What else was there?,I want to see in person!
41055002-7,Jimin,"[""Mishster Jimin"",""(Wait for me please I'll be right there""]",91,SMS_5S_Jimin_04_02_01,156,SMS_5S_Jimin_04_03_01,130,SMS_5S_Jimin_04_04_01,'If you don't come soon I'm leaving.,I want to see you!,Come after practice.
41055002-15,Jimin,"[""Mishster Jimin"",""&I wish there were more days like this!""]",130,SMS_5S_Jimin_04_05_01,91,SMS_5S_Jimin_04_06_01,0,SMS_5S_Jimin_04_07_01,"3It's because of the kimchi dumplings, isn't it?","Nope, no can do!",!I'll try to do this more often.
41055003-6,Jimin,"[""Nomnom on the streets again"",""GIt's my first time eating a crepe... so this is what they taste like!""]",156,SMS_5S_Jimin_06_02_01,130,SMS_5S_Jimin_06_03_01,91,SMS_5S_Jimin_06_04_01,What does it taste like?,&Are you on your way to practice again?,*Spicy rice cakes are the best street food!
41055003-15,Jimin,"[""Nomnom on the streets again"",""!it's up to you to eat one loool""]",130,SMS_5S_Jimin_06_05_01,156,SMS_5S_Jimin_06_06_01,91,SMS_5S_Jimin_06_07_01,I don't like crepes.,*You have to buy me one for me to have one.,I'm just teasing!
41055004-12,Jimin,"[""I know the truth..."",""Don't worry about it hehe""]",130,SMS_5S_Jimin_08_02_01,156,SMS_5S_Jimin_08_03_01,91,SMS_5S_Jimin_08_04_01,Was it really fun?,That's good to hear.,Don't do that again!
41055004-21,Jimin,"[""I know the truth..."",""7was more important than the actual content of the movie""]",130,SMS_5S_Jimin_08_05_01,156,SMS_5S_Jimin_08_06_01,0,0,$Let's watch another one next time!,You're overflowing with love.,
41055005-14,Jimin,"[""Mishster Jimin!"",""%What?! Then what do I have to do? T_T""]",91,SMS_5S_Jimin_10_02_01,130,SMS_5S_Jimin_10_03_01,156,SMS_5S_Jimin_10_04_01,Treat me to something.,Hand over the photos!,&Say something like they do in Busan...
41055005-26,Jimin,"[""Mishster Jimin!"",""\""Since you found the camera for me!""]",156,SMS_5S_Jimin_10_05_01,91,SMS_5S_Jimin_10_06_01,130,SMS_5S_Jimin_10_07_01,"#I'm gonna take one of you, Jimin!",Time for a selfie!,I don't want to take one...
41065002-7,V,"[""Manager? I found it"",""Ha it's great""]",156,SMS_5S_V_04_02_01,91,SMS_5S_V_04_03_01,130,SMS_5S_V_04_04_01,What scent is it?,'You were looking for one all this time?,"""Did you go with my recommendation?"
41065002-20,V,"[""Manager? I found it"",""!Do you like lavender too Manager?""]",156,SMS_5S_V_04_05_01,91,SMS_5S_V_04_06_01,130,SMS_5S_V_04_07_01,It's my favorite scent!,I'm allergic to lavender.,'I don't know what that smells like...
41065003-5,V,"[""Strawberries yumyum"",""6Looks good right? Seok Jin hyung picked these himself!""]",156,SMS_5S_V_06_02_01,91,SMS_5S_V_06_03_01,0,SMS_5S_V_06_04_01,Gimme!,I don't really like fruit.,Those strawberries suit you!
41065003-19,V,"[""Strawberries yumyum"",""*Are you familiar with cheat days'...?""]",156,SMS_5S_V_06_05_01,130,SMS_5S_V_06_06_01,91,SMS_5S_V_06_07_01,Let's go eat something yummy.,Don't try to be sneaky!,No?
41065004-4,V,"[""Prepping for bed""]",156,SMS_5S_V_08_02_01,91,SMS_5S_V_08_03_01,130,SMS_5S_V_08_04_01,So handsome!,Sleeping already?,Why would you send this?
41065004-19,V,"[""Prepping for bed"",""A fun story...""]",156,SMS_5S_V_08_05_01,130,SMS_5S_V_08_06_01,91,SMS_5S_V_08_07_01,Once upon a time...,>There's a weird cry coming from the hills behind the dorm...,-According to the latest international news...
41065005-8,V,"[""Following doggy language"",""!so I went and interpreted for him""]",156,SMS_5S_V_10_02_01,130,SMS_5S_V_10_03_01,91,SMS_5S_V_10_04_01,What did the cat say?,That's adorable.,Jimin's so nice.
41065005-17,V,"[""Following doggy language"",""Do you know what that means?""]",91,SMS_5S_V_10_05_01,156,SMS_5S_V_10_06_01,130,SMS_5S_V_10_07_01,Go away!,You're mine!,Feed me!
41075002-7,Jungkook,"[""Laundry done!"",""Ah amazing how exhilarating""]",156,SMS_5S_Jungkook_04_02_01,130,SMS_5S_Jungkook_04_03_01,91,SMS_5S_Jungkook_04_04_01,You like laundry that much?,The hyungs didn't help you...?,%Laundry is the most annoying chore...
41075002-19,Jungkook,"[""Laundry done!"",""But I think I have it down now""]",91,SMS_5S_Jungkook_04_05_01,0,SMS_5S_Jungkook_04_06_01,156,SMS_5S_Jungkook_04_07_01,What do your hyungs smell like?,What do I smell like?,"!I know your smell, too, Jeongguk."
41075003-9,Jungkook,"[""Wow"",""!When I said I'd fool the hyungs""]",156,SMS_5S_Jungkook_06_02_01,0,SMS_5S_Jungkook_06_03_01,91,SMS_5S_Jungkook_06_04_01,Willfull Jeon Jeongguk!,0Are you sure they didn't pretend to be fooled?,$You must be overflowing with energy.
41075003-21,Jungkook,"[""Wow"",""Try guessing""]",130,SMS_5S_Jungkook_06_05_01,130,SMS_5S_Jungkook_06_06_01,156,SMS_5S_Jungkook_06_07_01,Taehyung?,Jimin?,Seok Jin?
41075004-8,Jungkook,"[""Manager"",""Promise?""]",130,SMS_5S_Jungkook_08_02_01,156,SMS_5S_Jungkook_08_03_01,91,SMS_5S_Jungkook_08_04_01,Pinky promise!,1No! I want to decide after I find out what it is.,I'm suspicious...
41075004-19,Jungkook,"[""Manager"",""Which one is better?""]",130,SMS_5S_Jungkook_08_05_01,130,SMS_5S_Jungkook_08_06_01,0,SMS_5S_Jungkook_08_07_01,The top one!,The bottom one!,I can't choose...
41075005-8,Jungkook,"[""Manager when are you done?"",""'Plump potato dumplings with chewy skins""]",91,SMS_5S_Jungkook_10_02_01,156,SMS_5S_Jungkook_10_03_01,130,SMS_5S_Jungkook_10_04_01,!That's kind of big for a snack?,Sorry for making you wait...,"A bite, please!"
41075005-21,Jungkook,"[""Manager when are you done?"",""That's what I thought""]",130,SMS_5S_Jungkook_10_05_01,156,SMS_5S_Jungkook_10_06_01,91,SMS_5S_Jungkook_10_07_01,No...,You're right! Just kidding.,Okay! Let's eat together.
51010101-9,Jin,"[""Knock knock knock"",""...for my Favorite""]",156,SMS_I_Jin_01_02_01,91,SMS_I_Jin_01_03_01,130,SMS_I_Jin_01_04_01,Who?,Me?,The other members?
51010101-17,Jin,"[""Knock knock knock"",""It's not here yet""]",91,SMS_I_Jin_01_05_01,156,SMS_I_Jin_01_06_01,130,SMS_I_Jin_01_07_01,Takeout isn't good for you.,Enjoy your food.,What about mine?
51010201-16,Jin,"["",Seok Jin, what do you guys have at the dorm?"",""Hahahaha""]",130,SMS_I_Jin_02_02_01,91,SMS_I_Jin_02_03_01,156,SMS_I_Jin_02_04_01,.Where's the extremely good looking beefcake?,Are you referring to yourself?,I knew that already.
51010301-8,Jin,"[""Manager"",""...Seok Jin is hungry, too""]",130,SMS_I_Jin_03_02_01,156,SMS_I_Jin_03_03_01,0,0,I'm busy today.,I'll stop by later.,
51010301-21,Jin,"[""Manager"",""Help us""]",130,SMS_I_Jin_03_05_01,156,SMS_I_Jin_03_06_01,0,0,Do your best.,Order some chicken...,
51010401-10,Jin,"["",TrendyTerms.<color=#42b7fe>zip</color>"",""\""Do you know what same' means?""]",130,SMS_I_Jin_04_02_01,156,SMS_I_Jin_04_03_01,0,0,Of course!,No...,
51010801-10,Jin,"[""Manager."",""+There's such thing as Managers' Day...?""]",130,SMS_I_Jin_08_02_01,156,SMS_I_Jin_08_03_01,0,0,Thanks!,",You're pulling my leg again, aren't you?",
51020101-9,Suga,"[""Yunki, what are you up to"",""I just saw this""]",130,SMS_I_Suga_01_02_01,91,SMS_I_Suga_01_03_01,156,SMS_I_Suga_01_04_01,What were you doing,Were you sleeping?,So you didn't block me
51020201-17,Suga,"[""Manager."",""And it's not mine...?""]",130,SMS_I_Suga_02_02_01,156,SMS_I_Suga_02_03_01,0,0,"!Sorry, I must have mixed them up.",&Are you sure you didn't mix them up?,
51020301-16,Suga,"[""Mr. Min Yunki"",""Loooool""]",130,SMS_I_Suga_03_02_01,156,SMS_I_Suga_03_03_01,91,SMS_I_Suga_03_04_01,Did you eat anything at least?,!You should hurry up and go to bed,So cute lol!
51020401-10,Suga,"[""-Whose idea was the massage chair in the dorm?"",""I'm joking, jeez""]",156,SMS_I_Suga_04_02_01,130,SMS_I_Suga_04_03_01,0,0,Making good use of it?,I didn't buy it.,
51020601-12,Suga,"[""When are you going to send"",""(I'd like to be a radio DJ or something""]",156,SMS_I_Suga_06_02_01,130,SMS_I_Suga_06_03_01,0,0,!I think you'd make a great one.,I can't imagine you being one.,
51020601-24,Suga,"[""When are you going to send"",""How is it?""]",130,SMS_I_Suga_06_05_01,156,SMS_I_Suga_06_06_01,0,0,%Shouldn't you be a bit more polite?,I'm gonna sue you...,
51030101-18,J-Hope,"[""Hoseok, what are you up to?"","",Yeaaah! I sounded really cool just now, huh?""]",156,SMS_I_J-hope_01_02_01,130,SMS_I_J-hope_01_03_01,0,0,Yes of course!,Come on...,
51030201-25,J-Hope,"[""Hoseok"",""Are you holding out on me?"",""I'm still really curious...""]",156,SMS_I_J-hope_02_02_02,130,SMS_I_J-hope_02_03_02,0,0,6I'm kinda disappointed... Are you holding out on me?,"'I'm sooooo curious, though! One look?",
51030301-29,J-Hope,"[""Manager."",""I can go right???""]",156,SMS_I_J-hope_03_02_01,130,SMS_I_J-hope_03_03_01,0,0,This is a bad idea.,Of course! Have fun!,
51030501-14,J-Hope,"[""MEDIA_FILE"",""Loool what is this"",""My mini-bag charm ahahahah""]",130,SMS_I_J-hope_05_02_01,156,SMS_I_J-hope_05_03_01,0,0,"No, put it away...",What's the third?,
51030501-29,J-Hope,"[""MEDIA_FILE"",""Loool what is this"",""That you picked up last time?"",""Do you remember the notebook""]",156,SMS_I_J-hope_05_05_01,0,SMS_I_J-hope_05_06_01,0,0,Of course I remember!,What notebook?,
51030701-18,J-Hope,"[""Hoseok"",""Was it really that obvious? Hehe""]",156,SMS_I_J-hope_07_02_01,130,SMS_I_J-hope_07_03_01,0,0,Not really.,Just a little bit.,
51030701-33,J-Hope,"[""Hoseok"",""/Bangtan's official Hope can't be mopey, heh""]",156,SMS_I_J-hope_07_05_01,130,SMS_I_J-hope_07_06_01,91,SMS_I_J-hope_07_07_01,It's okay.,Thank you.,Sorry.
51040101-10,RM,"[""Manager, are you busy?"",""QSo, I don't know if it's accurate to say we're on the same wavelength'""]",130,SMS_I_RM_01_02_01,91,SMS_I_RM_01_03_01,156,SMS_I_RM_01_04_01,What the...,I was just joking,You have a point
51040201-18,RM,"[""Namjun"",""Oh, I know!!!""]",130,SMS_I_RM_02_02_01,156,SMS_I_RM_02_03_01,91,SMS_I_RM_02_04_01,The Dignity of a Wise Leader,How to Become a Sexy Guy,How Mensa Members Live
51040201-27,RM,"[""Namjun"",""I'm almost done with it!""]",156,SMS_I_RM_02_05_01,130,SMS_I_RM_02_06_01,0,0,That sounds perfect for you.,+Why do you need a book to learn about that?,
51040301-11,RM,"[""I found the book!"",""3And <color=#42b7fe>tadaaa</color>! It was in there!""]",91,SMS_I_RM_03_02_01,130,SMS_I_RM_03_03_01,156,SMS_I_RM_03_04_01,You smashed a drawer...?,Good thing you found it,"You're not hurt, are you?"
51040301-21,RM,"[""I found the book!"",""dI found my diary from back when we first met. I've been looking all over for it, and there it was!""]",156,SMS_I_RM_03_05_01,130,SMS_I_RM_03_06_01,0,0,/Did you write down your first impression of me?,?Did you write down your first impressions of the other members?,
51040401-11,RM,"[""Namjun!"",""A beast...?""]",130,SMS_I_RM_04_02_01,156,SMS_I_RM_04_03_01,91,SMS_I_RM_04_04_01,A cold?,A slump?,Is it Taehyung?
51040401-21,RM,"[""Namjun!"",""You can do it, Manager""]",156,SMS_I_RM_04_05_01,130,SMS_I_RM_04_06_01,0,0,I'll try.,I can't.,
51040701-11,RM,"[""Manager!"",""/Anyway, anyway... Which one do you like better?""]",130,Video_I_RM_07_02_01,156,Video_I_RM_07_03_01,91,Video_I_RM_07_04_01,Where are you going?,Who are you meeting?,Why are you asking me?
51040701-18,RM,"[""Manager!"",""Hurry up and choose one!!!""]",156,Video_I_RM_07_05_01,91,Video_I_RM_07_06_01,130,Video_I_RM_07_07_01,Left,Right,#You must really like these clothes.
51050101-5,Jimin,"[""Jimin. Where are you?"",""*Hello Manager. I'm in the practice room.""]",156,SMS_I_Jimin_01_02_01,91,SMS_I_Jimin_01_03_01,130,SMS_I_Jimin_01_04_01,!You don't have to be so formal!,You replied almost immediately!,Why are you there?
51050101-14,Jimin,"[""Jimin. Where are you?"",""*Hello Manager. I'm in the practice room.""]",156,SMS_I_Jimin_01_02_01,130,SMS_I_Jimin_01_03_01,0,SMS_I_Jimin_01_04_01,!You don't have to be so formal!,You replied almost immediately!,Why are you there?
51050201-6,Jimin,"[""MEDIA_FILE"",""Manager... You did this, right?""]",130,SMS_I_Jimin_02_02_01,0,SMS_I_Jimin_02_03_01,0,SMS_I_Jimin_02_04_01,Have I been found out already?,#Enjoy it and good luck at practice!,I found it on my way here.
51050201-17,Jimin,"[""MEDIA_FILE"",""Manager... You did this, right?"",""Old? That's sure not me haha""]",130,SMS_I_Jimin_02_05_01,91,SMS_I_Jimin_02_06_01,156,SMS_I_Jimin_02_07_01,What's your favorite food?,What's your favorite game?,What kind of videos do you like?
51050301-9,Jimin,"[""Manager T_T"",""7It looks hungry but I can't feed it just anything T_T""]",130,SMS_I_Jimin_03_02_01,156,SMS_I_Jimin_03_03_01,91,SMS_I_Jimin_03_04_01,Cat food!,Chicken breast!,Yummy snacks!
